"setor_economatica","setor_bovespa","id_cvm","codigo","listagem_bovespa","at","k","ll","d_cp","d_lp","v","depreciacao","caixa","dividendos","qtd_acoes","pl","v_merc","ebit","desp_fin","div_onerosa","fcl","cap_giro","ano"
"Outros","Bens industriais","01910","ATMP3","Novo Mercado",1776472679.9,125083297.09,418525417.04,456683962.81,1787624100.1,1842285014.5,95527430.176,223695646.61,0,4117513,467835382.95,16412949.202,251524911.91,298132323.84,1320566446.1,3141245.1102,208353372.22,2017
"Outros","Bens industriais","01910","ATMP3","Novo Mercado",1418211120.1,92059847.69,233284475.62,398389348.48,932710872.9,1420403692.4,69570320.065,99664941.432,0,15661526,87110898.714,13735611.428,56193540.681,128684158.27,156347112.52,75014163.939,17800555.082,2018
"Outros","Bens industriais","01910","ATMP3","Novo Mercado",1296266431.8,334143968.93,422828749.39,458034198.88,1003937379.9,863616071.73,100140990.67,57932688.706,0,2795844,165705146.98,24879398.325,257331806.15,147927751.31,447156554.81,9669461.8304,233466453.25,2019
"Construcao","Bens industriais","01197","AZEV4","Tradicional",213617586.71,53774339.178,12998618.99,63698111.416,102348048.12,322625338.99,6374393.8459,24591382.566,0,2.7e+07,47531513.295,79029474.722,16922005.184,9091494.0056,28582770.179,6024038.711,63940551.256,2012
"Construcao","Bens industriais","01197","AZEV4","Tradicional",213068605.97,46130830.636,10716868.914,71402988.563,85821490.241,401413599.14,5449160.7504,15302036.195,0,2.7e+07,55805045.073,71263649.674,13802958.673,7562385.4882,19827184.544,756517.70666,58952549.553,2013
"Construcao","Bens industriais","01197","AZEV4","Tradicional",205022024.03,43642834.596,9280546.2645,70407536.501,75323930.48,436470321.57,5849039.6881,30710409.773,1781340.1876,2.7e+07,59252516.652,74315221.449,20082708.595,8172127.6647,23596854.664,13147549.852,59845422.222,2014
"Construcao","Bens industriais","01197","AZEV4","Tradicional",197899413.64,39843952.474,1475614.1485,69863514.845,74520292.347,341797275.61,5257690.2512,11678093.337,1167453.7641,2.7e+07,53481234.717,44125827.15,11548903.022,10253444.175,18217019.648,11798987.026,62908572.015,2015
"Construcao","Bens industriais","01197","AZEV4","Tradicional",177710032.46,29889497.129,44340250.497,92768506.385,78384659.815,136380587.89,4909843.8986,3553866.1151,1785296.4074,2.7e+07,6720786.032098,45684097.527,52449354.479,16515943.217,36477586.557,24986343.91,9507456.0708,2016
"Construcao","Bens industriais","01197","AZEV4","Tradicional",144515689.26,24659857.303,91232589.879,107610391.97,121788239.29,69074896.785,4450819.3647,385614.91697,0,2.7e+07,84855862.306,45208606.836,81199019.722,18655746.391,38071890.735,5705151.0329,41672407.544,2017
"Construcao","Bens industriais","01197","AZEV4","Tradicional",70113416.58666,23059596.431,139345280.21,184651133.15,98090465.682,51209092.915,3597906.7871,97099.631805,0,2.7e+07,221116743.26,102927175.82,87414726.594,13381999.794,30082092.382,6340710.3651,160909751.13,2018
"Construcao","Bens industriais","01197","AZEV4","Tradicional",70113416.58666,18110721.832,35819049.911,218529837.37,83440648.936,6435606.586717,2782722.9698,49975.68821258,0,5400000,246611315.86,28143539.216,21403944.34,13980680.474,34060328.955,1529496.6539,197254018.4,2019
"Outros","Saude","00156","BALM4","Tradicional",144280969.11,25025253.729,4694109.7187,56001045.55,11104560.584,157990035.73,3259381.8281,2942775.2088,4435825.3713,1600000,68626984.257,56501787.867,12141030.674,2361115.023939,13110846.739,4820752.3664,58693868.165,2010
"Outros","Saude","00156","BALM4","Tradicional",138362518.04,26235259.49,10847391.104,41925096.213,12602875.429,146309135.58,3399881.8507,3331039.3282,3271584.4224,1600000,73836734.606,62598438.059,15547457.869,2531527.3053,16343840.687,4671903.9145,63194306.466,2011
"Outros","Saude","00156","BALM4","Tradicional",148589012.76,28847384.394,12503391.268,44799630.218,11048752.227,147453684.73,3995822.4873,4525050.9189,1824211.9679,1600000,82314238.897,115898069.92,19414405.004,2361115.023939,18713694.734,5052801.0587,55947427.989,2012
"Outros","Saude","00156","BALM4","Tradicional",173905554.66,28869106.507,18323919.655,50307031.703,18146654.436,151718090.7,3042820.2961,9963142.786,2713414.0622,1600000,94585650.168,144948066.54,27367237.406,3433641.2516,26723778.619,8397067.3859,70328230.936,2013
"Outros","Saude","00156","BALM4","Tradicional",179561189.69,30326070.542,15081051.647,51437181.72,20510335.179,152551192.78,2758584.9886,13913604.837,4319553.1942,9800000,96828563.053,155463618.42,22624856.815,5243016.7377,28094804.225,848694.47817,67285600.09,2014
"Outros","Saude","00156","BALM4","Tradicional",191796652.8,28859220.001,16724812.248,50899798.881,28391053.263,132798161.97,2439207.9659,8250401.6768,3705036.0066,9800000,102126721.86,105071972.8,18265614.171,6947831.4365,32614035.762,2101416.7753,77425296.586,2015
"Outros","Saude","00156","BALM4","Tradicional",190340920.9,32071773.874,3363181.7393,47230624.194,33664155.679,126124890.79,3295159.8275,5639128.0026,4923225.2583,9800000,97715149.023,89002465.431,9805191.3242,9513031.6373,39131556.232,6080712.8728,58760895.807,2016
"Outros","Saude","00156","BALM4","Tradicional",195889128.26,29355477.149,1450570.942248,58914593.635,28070816.217,118883129.16,3566937.982,4548306.2819,2510829.7122,9800000,95936875.229,91264404.22,2834702.9149,4380412.1467,34772500.182,4128029.35,54390117.489,2017
"Outros","Saude","00156","BALM4","Tradicional",198260742.83,27025020.104,2874357.9178,62323346.47,27176412.003,125083119.24,2970413.4676,3090482.9048,2255217.2548,9785000,98179212.657,127756033.19,5392683.8524,7575859.4449,33365730.469,7226091.954,58041565.932,2018
"Outros","Saude","00156","BALM4","Tradicional",190773677.21,29702064.275,6258123.7437,59426150.098,23114618.28,149456246.99,2877816.021,5666544.8677,2203155.8477,9785010,100621460.82,104952035.94,8191015.1303,6701557.6558,30921257.288,5721598.7394,52550422.012,2019
"Alimentos e Bebidas","Consumo Nao Ciclico","00157","BAUH4","Tradicional",70113416.58666,16262927.574,12504798.238,25647101.14,9840329.02864,159714593.93,1511122.1621,16168482.439,0,5222000,31780787.971,73293884.77,18365643.569,2361115.023939,2711260.959141,12151940.72,17249354.541,2014
"Alimentos e Bebidas","Consumo Nao Ciclico","00157","BAUH4","Tradicional",70113416.58666,26924920.973,6543667.24,25924584.956,9840329.02864,134878244.57,1773107.4427,7527410.0056,2032673.3049,5222000,33704449.43,46865249.348,8579896.2417,2361115.023939,2711260.959141,5087016.8075,6695376.9677,2015
"Alimentos e Bebidas","Consumo Nao Ciclico","00157","BAUH4","Tradicional",78023363.103,28544670.478,8574106.2313,35157292.4,9840329.02864,149446370.53,3127892.8312,13589885.894,441584.87028,5222000,38248386.492,52273290.02,12794810.105,2361115.023939,2711260.959141,7160142.5558,11249263.059,2016
"Alimentos e Bebidas","Consumo Nao Ciclico","00157","BAUH4","Tradicional",87849793.852,30331429.509,10204713.856,38354602.795,9840329.02864,176613798.35,3301556.9296,15436511.746,595753.38296,5222000,44933886.519,62220483.317,15192794.453,2361115.023939,2711260.959141,3037259.0651,15111555.355,2017
"Alimentos e Bebidas","Consumo Nao Ciclico","00157","BAUH4","Tradicional",93561237.695,31660744.461,10494068.809,37425121.527,9840329.02864,181531415.95,3467396.5293,5265305.8408,3262756.4451,5222000,51313501.122,103319124.24,15267611.998,2361115.023939,2711260.959141,13953112.682,20149739.723,2018
"Alimentos e Bebidas","Consumo Nao Ciclico","00157","BAUH4","Tradicional",121222619.61,40924045.287,26884307.023,45840856.52,9840329.02864,180330458.24,4503406.7055,6548407.7945,1809770.9099,5222000,71817275.15,407714960.14,16000657.077,2361115.023939,2711260.959141,14224919.469,21065613.273,2019
"Maquinas Industriais","Bens industriais","00152","BDLL4","Tradicional",1606455320.9,629027365.8,16983445.599,600312811.79,231514424.48,1380241557.7,41778742.941,36391431.362,15570380.266,1600000,759164350.79,430769403.21,23232260.453,42370297.414,197392562.67,71753058.035,207690609.55,2010
"Maquinas Industriais","Bens industriais","00152","BDLL4","Tradicional",1307341407.1,579841791.93,54216615.688,415955908.67,191740506.64,954697150.06,44921310.546,31764565.731,50722857.671,1600000,685385201.97,198016128.41,97211900.207,45141919.538,213687189.9,51103056.147,201092137.48,2011
"Maquinas Industriais","Bens industriais","00152","BDLL4","Tradicional",1136333270.3,527507700,37229298.38,341504602.39,193415252.23,581240647.01,31115083.875,70703735.821,9379760.8887,1600000,590107440.67,160838137.85,23816757.711,34526981.137,206437523.89,68845523.144,170439642.5,2012
"Maquinas Industriais","Bens industriais","00152","BDLL4","Tradicional",1060588972.1,414486560.1,54758203.228,452073765.5,106066015.73,593139193.58,24734779.113,20552994.89,13040857.81,1600000,490931138.99,97225889.126,33903717.886,31748619.475,229233239.85,54632582.206,5803691.189,2013
"Maquinas Industriais","Bens industriais","00152","BDLL4","Tradicional",1036059197.1,370282646.18,9696367.2066,403785746.13,190043287.95,628238544.98,24459978.261,43991756.901,7605456.8539,1600000,442230163.08,109209235.79,20362108.786,26179666.763,216320023.32,44094072.464,79377200.862,2014
"Maquinas Industriais","Bens industriais","00152","BDLL4","Tradicional",993091877.63,320607693.49,10617310.475,471021962.36,136761578.61,529125602.84,19710412.281,3438358.7508,0,1600000,385308336.66,70184712.784,21726492.334,38658720.226,202979319.06,23139289.173,11346228.308,2015
"Maquinas Industriais","Bens industriais","00152","BDLL4","Tradicional",1006766669.4,206358408.47,112766948.46,400013446.13,248789584.98,295210636.92,17886417.473,4761533.8285,86978.838086,1600000,357963638.37,65317985.085,84574653.792,59861512.643,205196460.4,8441407.7476,36187657.096,2016
"Maquinas Industriais","Bens industriais","00152","BDLL4","Tradicional",907759178.31,194361833.22,105887039.91,287110886.26,391049271.01,148004637.71,12979841.432,5159224.2965,0,1600000,229599021.04,66357557.805,64603496.849,62894226.234,213800724.51,10915285.163,14904666.454,2017
"Maquinas Industriais","Bens industriais","00152","BDLL4","Tradicional",858202044.68,174294883.17,100087794.66,337423308.69,409343857.47,97829445.167,11959960.025,2330391.1633,0,1600000,111434878.52,29278149.191,81649305.445,23445906.794,223030545.68,14771673.019,73196417.068,2018
"Maquinas Industriais","Bens industriais","00152","BDLL4","Tradicional",728934281.95,156959589.21,204620226.44,476931690.58,349788277.31,38075257.671,7848680.1462,2085040.2684,0,1600000,97785685.944,22870702.746,217092430.83,38514687.666,233252243.64,22349869.953,189849773.15,2019
"Alimentos e Bebidas","Consumo Nao Ciclico","02093","BEEF3","Novo Mercado",5474843982.1,1743881230,70976640.716,1534706354.5,2981552439.6,6222389288.1,71000109.758,359040353.18,18402857.951,104731918,838567637.59,868478407.8,441759337.79,683579650.36,3184185710.8,296086995.54,1130386396.7,2011
"Alimentos e Bebidas","Consumo Nao Ciclico","02093","BEEF3","Novo Mercado",6455807805.1,1801418188.1,286930507.4,1603038832.3,3737683189.2,6474756548.2,75412094.912,690731800.67,43523864.474,143045156,1111511274.2,2376838140.5,618558642.89,1002676482,3941515963.1,289956570.53,1837583116.5,2012
"Alimentos e Bebidas","Consumo Nao Ciclico","02093","BEEF3","Novo Mercado",6948428099.8,1822578172.1,438234516.31,1866432470.7,4462784490.4,7616215491.7,80560761.023,994745411.63,0,145056023,618179650.51,2328377626.1,641388832.11,1153979826.8,4786522424.7,414200423.33,2094973399.1,2013
"Alimentos e Bebidas","Consumo Nao Ciclico","02093","BEEF3","Novo Mercado",9476599935.9,2356871788.5,548605555.21,2555972627.2,6290267683.3,9165415021.3,77825414.823,2109404546.6,0,178000090,629381068.76,2311545851.1,778586017.94,1429623880.9,6986372928.3,15368322.266,3029229328.9,2014
"Alimentos e Bebidas","Consumo Nao Ciclico","02093","BEEF3","Novo Mercado",9851707334.7,2478756795.6,949029683.58,3607115673.9,6698235747.9,11289096558,88626926.56,2365377478.8,0,191993702,455210964.17,3026509788.8,1092490194.9,2101882571.6,8306068479.8,708141896.31,2336376030.9,2015
"Alimentos e Bebidas","Consumo Nao Ciclico","02093","BEEF3","Novo Mercado",9990465170.2,2430886797,217302130.48,3134614734.2,6273686576.3,10759360329,89618311.288,3215935487.3,54337241.311,235531359,580553636.16,3191126459.7,989089893.31,1578641378.8,7613662483.8,448839797.47,3176123712,2016
"Alimentos e Bebidas","Consumo Nao Ciclico","02093","BEEF3","Novo Mercado",12895704807,3789697754.2,304400732.62,4275592047,8543123009.1,13110678624,157083919.27,3551342241.6,12384088.049,220618459,76989751.274,2545043924.7,1071858906,1402574607.2,10406195483,862083308.04,3687844506.3,2017
"Alimentos e Bebidas","Consumo Nao Ciclico","02093","BEEF3","Novo Mercado",13389747927,3738401601.7,1320536199.1,6252609676.6,7451525976.6,16929695631,231506403.86,3167611334.9,0,373137157,314387726.14,1944033204.1,704245880.09,2682753198.2,10929006250,1191081508.2,2248656243.1,2018
"Alimentos e Bebidas","Consumo Nao Ciclico","02093","BEEF3","Novo Mercado",13246699254,3636358275.1,16172825.548,5633512544.7,7895124593.4,17139596560,264252578.31,3222970764.2,0,400446575,281937883.86,5146770277.2,1463514088.2,1660702042,10487988781,1512308835.2,2643871099.5,2019
"Eletroeletronicos","-","02065","BEMA3","-",866988900.86,21845856.731,57107502.367,95643526.987,103403721.86,543930171.94,21489257.697,130905172.62,35726557.461,51568270,667923322.16,743301585.14,75259059.756,12789241.068,37242936.532,38204420.845,257761113.22,2010
"Eletroeletronicos","-","02065","BEMA3","-",728781024.8,20820169.253,66382966.941,132748723.25,58871308.972,461607888.72,29452082.815,128763679.95,28629101.751,51377470,537156298.77,314306650.55,102725560.41,20242830.826,47168080.144,23636454.265,237376840.66,2011
"Eletroeletronicos","-","02065","BEMA3","-",705644807.42,16880613.016,48063698.31,104266870.76,47454642.126,485456214.06,25747406.682,84794812.384,6380307.0127,51377470,553923294.53,440515149.77,66316166.031,14292124.235,37421476.302,24573643.066,191596953.43,2012
"Eletroeletronicos","-","02065","BEMA3","-",698804617.84,17346867.266,59939372.466,96139163.465,38788979.83,509999014.25,22546181.763,110141719.98,26969437.505,51397470,563876474.54,660725674.12,81533626.044,10931820.439,25697873.611,63768022.04,227582021.31,2013
"Eletroeletronicos","-","02065","BEMA3","-",874712801.17,17358228.794,70925673.006,142231750.03,147643980.97,558244205.94,21282948.854,154154136.6,23737210.629,51146370,584837070.17,636690140.13,94383483.444,20791047.108,104239882.68,3907667.4661,234285586.81,2014
"Outros","-","02090","BHGR3","-",1335313412.1,599141367.29,5343986.4635,112072077.82,159778029.95,207465652.22,20211166.765,10702970.082,0,35558000,1046829792.3,1196299810.7,13175834.414,20847712.705,191140415.12,287867070.01,226978618.07,2010
"Outros","-","02090","BHGR3","-",1589796018.5,1060514365.5,12449544.356,236485017.07,209775682.93,292472763.11,28101830.612,10404608.516,0,40296000,1134250965.6,977232123.96,52584734.984,48770233.396,368693952.36,460340560.46,107912218.65,2011
"Outros","-","02090","BHGR3","-",1674829112.5,1100673917.7,9353151.6379,253321545.41,295118765.17,350563573.98,45590516.282,59823508.848,0,41863000,1116799123.6,1191300221.3,44489188.959,50004695.322,460697784.53,98803104.611,111890421.1,2012
"Outros","-","02090","BHGR3","-",1987238019.6,1022965476.1,2809723.512,199579699.85,269204453.07,368308272.64,37091700.252,18134092.333,0,61959000,1510871940.1,1193447439.3,54345049.646,61250018.456,375859491.81,63790354.666,262605162.08,2013
"Outros","-","02090","BHGR3","-",1849925720,1156588242.2,5161688.9824,229861094.57,185837855.96,429386936.44,44819463.571,9302845.8103,0,61939000,1427038445.3,1442147371.4,60759703.6,55620314.163,293670589,129620701.01,16455753.058,2014
"Construcao","-","02026","BISA3","-",12390938277,87091815.564,606000066.48,3591013931,4297621583,5472510421.1,13624082.733,386721654.66,79898179.904,434194743,4502302763.3,6258453904.5,979577547.39,269210608.38,3327630550.7,1300926600.6,2335592033.4,2010
"Construcao","-","02026","BISA3","-",14157697881,113547917.87,511360692.66,3234708299.4,6201403270.9,5831701714.4,63669945.712,910428278.87,162163255.6,440058182,4721586311.3,3408155471.6,957488401.43,426831462.63,5089106811.6,1560719440.4,3225711833.3,2011
"Construcao","-","02026","BISA3","-",15195419600,105771771.72,573583095.96,4767598674.3,6209162225.1,4809540766.7,76990910.456,1346342346.9,137696959.45,569979651,4218658701.1,2881678976.4,226478724.58,334895160.16,6389519726.6,1396941315.5,2728055779.6,2012
"Construcao","-","02026","BISA3","-",12615999141,87971005.496,957804456.6,3769128938.7,5798916194,4184468325.9,51021675.736,1100724888.4,0,569998972,3028309672.3,914938122.42,734324659.53,411798270.25,5836589938.3,631863967.11,2553420337.8,2013
"Construcao","-","02026","BISA3","-",10556061919,65493765.998,1616069071.5,4387968200.7,3631558425.2,2713964909.2,42960730.842,702842331.3,0,1120306000,2454295880.6,2351276701.3,1180486796.6,406100963.68,4237459383.9,518495921.43,1355247025.2,2014
"Construcao","-","02026","BISA3","-",8055409637.9,44461617.311,1296767343.2,2632061845.9,3161666282.6,1384271854.8,31030565.479,338723968.4,0,1339603865,2200638492.9,2776390660,1207622470.2,272941208.18,2076784093.5,521529449.36,2492761499.8,2015
"Quimica","Consumo Nao Ciclico","01219","BOBR4","Tradicional",1117881316.8,515613875.72,47161055.469,347425774.15,966908283.56,1341285612.8,38885958.251,82529347.545,0,54065000,203826342.45,850461368.8,58915492.798,82499353.234,125459538.77,38692661.579,63316324.806,2010
"Quimica","Consumo Nao Ciclico","01219","BOBR4","Tradicional",1072111201.4,495806976.38,29211133.987,426767313.91,704105674.29,1323362939.6,36096950.841,34727923.405,0,54065000,63438384.5,744394195.99,88443866.202,130426852.71,198274287.87,107481952.88,3796578.852074,2011
"Quimica","Consumo Nao Ciclico","01219","BOBR4","Tradicional",1064247331.7,455812030.44,35047339.819,448049520.68,639395164.52,1454695216,33740529.949,44671018.839,0,54065000,28185109.709,615413577.28,62035033.244,219502666,208932880.29,49713471.856,39647783.615,2012
"Quimica","Consumo Nao Ciclico","01219","BOBR4","Tradicional",991849149.19,432455949.32,215005961.28,528271289.71,636471467.02,1619080492.2,31949613.109,37222904.43,0,54065000,172893607.54,481456103.66,51649780.843,380469783.3,217972013.17,33145804.391,48230097.482,2013
"Quimica","Consumo Nao Ciclico","01219","BOBR4","Tradicional",990339881.33,433038815,75430181.257,519600404.82,549795301.56,1512075795.6,29436712.187,69091863.299,0,54065000,79055825.055,171624256.65,89701890.565,185969029.76,187712329.55,5282368.8774,24660674.172,2014
"Quimica","Consumo Nao Ciclico","01219","BOBR4","Tradicional",831409605.78,399902101.33,446770925.34,618705456.13,505212357.01,1293652552.9,34842272.388,21261881.293,0,54065000,292508207.36,101245738.73,125044372.6,366054238.8,164053921.58,2839816.4657,267490325.07,2015
"Quimica","Consumo Nao Ciclico","01219","BOBR4","Tradicional",792955958.77,354803407.25,65867512.924,651417971.82,446420001.59,1224137937,28043984.603,10538935.881,0,54065000,304882014.64,122385860.11,16154646.504,238770291.91,172131120.57,135724901.27,381127887.13,2016
"Quimica","Consumo Nao Ciclico","01219","BOBR4","Tradicional",742380205.58,330955085.68,137374230.98,523448419.66,377757471.45,1187951743,26339881.843,19831005.337,0,54065000,158825685.52,289299034.27,193573272.38,97043893.333,265324726.64,36361536.932,175515445.75,2017
"Quimica","Consumo Nao Ciclico","01219","BOBR4","Tradicional",659506963.71,296007705.52,73259061.992,538512469.83,373024418.85,1092831298,24932679.651,14531534.144,0,54065000,252029924.97,147894537.37,4921802.8422,91119129.751,307448756.76,19324914.893,245543043.11,2018
"Quimica","Consumo Nao Ciclico","01219","BOBR4","Tradicional",658237102.84,270982163.39,40526656.432,470489386.61,473143984.21,1060784005.9,24383860.268,13249965.45,0,260509000,285396267.98,531958896.2,61048737.844,107336031.21,320501619.52,55952751.283,200030735.5,2019
